id,Movie Name,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
272,Swan Princess. The (1994),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Secret of Roan Inish. The (1994),0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
274,Specialist. The (1994),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
275,Stargate (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
276,Santa Clause. The (1994),0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
277,Shawshank Redemption. The (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
278,Shallow Grave (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
279,Suture (1993),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
280,Strawberry and Chocolate (Fresa y chocolate) (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
281,Swimming with Sharks (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
282,Sum of Us. The (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
283,National Lampoon's Senior Trip (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
284,To Live (Huozhe) (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285,Tank Girl (1995),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
286,Tales from the Crypt Presents: Demon Knight (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
287,Star Trek: Generations (1994),0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
288,Tales from the Hood (1995),1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
289,Tom & Viv (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
290,Village of the Damned (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
291,Tommy Boy (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Vanya on 42nd Street (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
293,Underneath (1995),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
294,Walking Dead. The (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
295,What's Eating Gilbert Grape (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
296,Virtuosity (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
297,While You Were Sleeping (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
298,War. The (1994),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
299,Double Happiness (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
300,Muriel's Wedding (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Baby-Sitters Club. The (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Ace Ventura: Pet Detective (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Adventures of Priscilla. Queen of the Desert. The (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
304,Backbeat (1993),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
305,Bitter Moon (1992),0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
306,Bullets Over Broadway (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Clear and Present Danger (1994),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
308,Client. The (1994),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
309,Corrina. Corrina (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
310,Crooklyn (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
311,Crow. The (1994),1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
312,Cobb (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
313,Flintstones. The (1994),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
314,Forrest Gump (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
315,Four Weddings and a Funeral (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
316,Higher Learning (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
317,I Like It Like That (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
318,I Love Trouble (1994),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
319,It Could Happen to You (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
320,Jungle Book. The (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
321,Wonderful. Horrible Life of Leni Riefenstahl. The (Macht der Bilder: Leni Riefenstahl. Die) (1993),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
322,Lion King. The (1994),0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
323,Little Buddha (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
324,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale. A) (1994),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
325,Mask. The (1994),1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
326,Maverick (1994),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
327,Mrs. Parker and the Vicious Circle (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
328,Naked Gun 33 1/3: The Final Insult (1994),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Paper. The (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
330,Reality Bites (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
331,Red Rock West (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
332,Richie Rich (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
333,River Wild. The (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
334,Speed (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
335,Speechless (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
336,Timecop (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
337,True Lies (1994),1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
338,When a Man Loves a Woman (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
339,Wolf (1994),0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
340,Wyatt Earp (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
341,Bad Company (1995),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
342,Man of No Importance. A (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
343,S.F.W. (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
344,Low Down Dirty Shame. A (1994),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Boys Life (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
346,Colonel Chabert. Le (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
347,Faster Pussycat! Kill! Kill! (1965),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
348,Jason's Lyric (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
349,Street Fighter (1994),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
350,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
351,Federal Hill (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
352,In the Mouth of Madness (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
353,8 Seconds (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
354,Above the Rim (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
355,Addams Family Values (1993),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
356,Age of Innocence. The (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
357,Airheads (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Air Up There. The (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
359,Another Stakeout (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
360,Bad Girls (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
361,Barcelona (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
362,Being Human (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
363,Beverly Hillbillies. The (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Beverly Hills Cop III (1994),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
365,Black Beauty (1994),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366,Blink (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
367,Blown Away (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368,Blue Chips (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
369,Blue Sky (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
370,Body Snatchers (1993),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
371,Boxing Helena (1993),0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
372,Bronx Tale. A (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
373,Cabin Boy (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Calendar Girl (1993),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
375,Carlito's Way (1993),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
376,City Slickers II: The Legend of Curly's Gold (1994),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
377,Clean Slate (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Cliffhanger (1993),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
379,Coneheads (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
380,Color of Night (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
381,Cops and Robbersons (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
382,Cowboy Way. The (1994),1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
383,Dave (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
384,Dazed and Confused (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Demolition Man (1993),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
386,Even Cowgirls Get the Blues (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
387,Fatal Instinct (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Farewell My Concubine (Ba wang bie ji) (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
389,Fearless (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
390,Fear of a Black Hat (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,With Honors (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
392,Flesh and Bone (1993),0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
393,Widows' Peak (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
394,For Love or Money (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
395,Firm. The (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
396,Free Willy (1993),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
397,Fresh (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
398,Fugitive. The (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
399,Geronimo: An American Legend (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
400,Getaway. The (1994),1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
401,Getting Even with Dad (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Go Fish (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
403,Hard Target (1993),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
404,Hot Shots! Part Deux (1993),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
405,Live Nude Girls (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Englishman Who Went Up a Hill But Came Down a Mountain. The (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
407,House of the Spirits. The (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
408,House Party 3 (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Hudsucker Proxy. The (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,I'll Do Anything (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
411,In the Army Now (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
412,In the Line of Fire (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
413,In the Name of the Father (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
414,Inkwell. The (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
415,What's Love Got to Do with It? (1993),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
416,Jimmy Hollywood (1994),0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
417,Judgment Night (1993),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
418,Jurassic Park (1993),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
419,Kalifornia (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
420,Killing Zoe (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
421,Lassie (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Last Action Hero (1993),1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
423,Life with Mikey (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Lightning Jack (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
425,M. Butterfly (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
426,Made in America (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Malice (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428,Man Without a Face. The (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
429,Manhattan Murder Mystery (1993),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
430,Menace II Society (1993),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
431,Executive Decision (1996),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
432,In the Realm of the Senses (Ai no corrida) (1976),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
433,What Happened Was... (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
434,Much Ado About Nothing (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
435,Mr. Wonderful (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
436,Mrs. Doubtfire (1993),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
437,Naked (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
438,Next Karate Kid. The (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
439,No Escape (1994),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
440,North (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Orlando (1992),0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
442,Perfect World. A (1993),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
443,Philadelphia (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
444,Piano. The (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
445,Poetic Justice (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
446,Program. The (1993),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
447,Puppet Masters. The (1994),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
448,Radioland Murders (1994),0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
449,Ref. The (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Remains of the Day. The (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
451,Renaissance Man (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
452,Rising Sun (1993),1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
453,Road to Wellville. The (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
454,RoboCop 3 (1993),1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
455,Robin Hood: Men in Tights (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Romeo Is Bleeding (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
457,Romper Stomper (1992),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458,Ruby in Paradise (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
459,Rudy (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460,Savage Nights (Nuits fauves. Les) (1992),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,Schindler's List (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462,Scout. The (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
463,Searching for Bobby Fischer (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
464,Secret Garden. The (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
465,Serial Mom (1994),0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
466,Shadow. The (1994),1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
467,Shadowlands (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
468,Short Cuts (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
469,Simple Twist of Fate. A (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
470,Sirens (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
471,Six Degrees of Separation (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
472,Sleepless in Seattle (1993),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
473,Sliver (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
474,Blade Runner (1982),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
475,Son in Law (1993),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
476,So I Married an Axe Murderer (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
477,Striking Distance (1993),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
478,Super Mario Bros. (1993),1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
479,Surviving the Game (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
480,Terminal Velocity (1994),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
481,Thirty-Two Short Films About Glenn Gould (1993),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
482,Threesome (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
483,Nightmare Before Christmas. The (1993),0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
484,Three Musketeers. The (1993),1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
485,Tombstone (1993),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
486,True Romance (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
487,War Room. The (1993),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
488,Pagemaster. The (1994),1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
489,Welcome to the Dollhouse (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
490,Germinal (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
491,Chasers (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Kika (1993),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
493,Bhaji on the Beach (1993),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
494,Little Big League (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
495,Ciao. Professore! (Io speriamo che me la cavo) (1992),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,Spanking the Monkey (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
497,Little Rascals. The (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Andre (1994),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
499,Escort. The (Scorta. La) (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
500,Princess Caraboo (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
501,Celluloid Closet. The (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
502,Dear Diary (Caro Diario) (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
503,Brady Bunch Movie. The (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Home Alone (1990),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
505,Ghost (1990),0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
506,Aladdin (1992),0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
507,Terminator 2: Judgment Day (1991),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
508,Dances with Wolves (1990),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
509,Batman (1989),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
510,Silence of the Lambs. The (1991),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
511,Snow White and the Seven Dwarfs (1937),0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
512,Beauty and the Beast (1991),0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
513,Pinocchio (1940),0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
514,Pretty Woman (1990),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
515,Wild Bunch. The (1969),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
516,Love and a .45 (1994),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
517,Great Day in Harlem. A (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
518,One Fine Day (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
519,Candyman: Farewell to the Flesh (1995),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
520,Fargo (1996),0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
521,Homeward Bound II: Lost in San Francisco (1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Heavy Metal (1981),1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
523,Hellraiser: Bloodline (1996),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
524,Pallbearer. The (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Jane Eyre (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
526,Bread and Chocolate (Pane e cioccolata) (1973),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
527,Aristocats. The (1970),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Two Much (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
529,Ed (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Thin Line Between Love and Hate. A (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
531,Last Supper. The (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
532,Primal Fear (1996),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
533,Land and Freedom (Tierra y libertad) (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
534,Land and Freedom (Tierra y libertad) (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
535,Theodore Rex (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Family Thing. A (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
537,Frisk (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
538,Sgt. Bilko (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Jack and Sarah (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
540,Girl 6 (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
541,Diabolique (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
542,Nelly & Monsieur Arnaud (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
543,Courage Under Fire (1996),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
544,Mission: Impossible (1996),1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
545,Cold Fever (Á köldum klaka) (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
546,Moll Flanders (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
